Sample_Name,Sample_Project,Amount,Microbiome,Category.,X,Sample,Highest.Dose.,Further.Dilutions.,fq1,fq2,Rep,Sample_Abbrv
kappa-1-K10-1,KeminCaninePartOne,1,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K10-1_L001_R1_001.fastq.gz,kappa-1-K10-1_L001_R2_001.fastq.gz,1,kappa
kappa-1-K10-2,KeminCaninePartThree,1,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K10-2_L001_R1_001.fastq.gz,kappa-1-K10-2_L001_R2_001.fastq.gz,2,kappa
kappa-1-K10-3,KeminCaninePartTwo,1,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K10-3_L001_R1_001.fastq.gz,kappa-1-K10-3_L001_R2_001.fastq.gz,3,kappa
kappa-1-K3-1,KeminCaninePartThree,1,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K3-1_L001_R1_001.fastq.gz,kappa-1-K3-1_L001_R2_001.fastq.gz,1,kappa
kappa-1-K3-2,KeminCaninePartTwo,1,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K3-2_L001_R1_001.fastq.gz,kappa-1-K3-2_L001_R2_001.fastq.gz,2,kappa
kappa-1-K3-3,KeminCaninePartOne,1,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K3-3_L001_R1_001.fastq.gz,kappa-1-K3-3_L001_R2_001.fastq.gz,3,kappa
kappa-1-K5-1,KeminCaninePartTwo,1,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K5-1_L001_R1_001.fastq.gz,kappa-1-K5-1_L001_R2_001.fastq.gz,1,kappa
kappa-1-K5-2,KeminCaninePartThree,1,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K5-2_L001_R1_001.fastq.gz,kappa-1-K5-2_L001_R2_001.fastq.gz,2,kappa
kappa-1-K5-3,KeminCaninePartOne,1,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K5-3_L001_R1_001.fastq.gz,kappa-1-K5-3_L001_R2_001.fastq.gz,3,kappa
kappa-1-K7-1,KeminCaninePartTwo,1,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K7-1_L001_R1_001.fastq.gz,kappa-1-K7-1_L001_R2_001.fastq.gz,1,kappa
kappa-1-K7-2,KeminCaninePartOne,1,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K7-2_L001_R1_001.fastq.gz,kappa-1-K7-2_L001_R2_001.fastq.gz,2,kappa
kappa-1-K7-3,KeminCaninePartThree,1,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-1-K7-3_L001_R1_001.fastq.gz,kappa-1-K7-3_L001_R2_001.fastq.gz,3,kappa
kappa-10-K10-1,KeminCaninePartOne,10,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K10-1_L001_R1_001.fastq.gz,kappa-10-K10-1_L001_R2_001.fastq.gz,1,kappa
kappa-10-K10-2,KeminCaninePartTwo,10,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K10-2_L001_R1_001.fastq.gz,kappa-10-K10-2_L001_R2_001.fastq.gz,2,kappa
kappa-10-K10-3,KeminCaninePartThree,10,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K10-3_L001_R1_001.fastq.gz,kappa-10-K10-3_L001_R2_001.fastq.gz,3,kappa
kappa-10-K3-1,KeminCaninePartThree,10,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K3-1_L001_R1_001.fastq.gz,kappa-10-K3-1_L001_R2_001.fastq.gz,1,kappa
kappa-10-K3-2,KeminCaninePartTwo,10,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K3-2_L001_R1_001.fastq.gz,kappa-10-K3-2_L001_R2_001.fastq.gz,2,kappa
kappa-10-K3-3,KeminCaninePartOne,10,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K3-3_L001_R1_001.fastq.gz,kappa-10-K3-3_L001_R2_001.fastq.gz,3,kappa
kappa-10-K5-1,KeminCaninePartThree,10,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K5-1_L001_R1_001.fastq.gz,kappa-10-K5-1_L001_R2_001.fastq.gz,1,kappa
kappa-10-K5-2,KeminCaninePartTwo,10,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K5-2_L001_R1_001.fastq.gz,kappa-10-K5-2_L001_R2_001.fastq.gz,2,kappa
kappa-10-K5-3,KeminCaninePartOne,10,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K5-3_L001_R1_001.fastq.gz,kappa-10-K5-3_L001_R2_001.fastq.gz,3,kappa
kappa-10-K7-1,KeminCaninePartThree,10,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K7-1_L001_R1_001.fastq.gz,kappa-10-K7-1_L001_R2_001.fastq.gz,1,kappa
kappa-10-K7-2,KeminCaninePartTwo,10,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K7-2_L001_R1_001.fastq.gz,kappa-10-K7-2_L001_R2_001.fastq.gz,2,kappa
kappa-10-K7-3,KeminCaninePartOne,10,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-10-K7-3_L001_R1_001.fastq.gz,kappa-10-K7-3_L001_R2_001.fastq.gz,3,kappa
kappa-20-K10-1,KeminCaninePartThree,20,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K10-1_L001_R1_001.fastq.gz,kappa-20-K10-1_L001_R2_001.fastq.gz,1,kappa
kappa-20-K10-2,KeminCaninePartOne,20,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K10-2_L001_R1_001.fastq.gz,kappa-20-K10-2_L001_R2_001.fastq.gz,2,kappa
kappa-20-K10-3,KeminCaninePartTwo,20,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K10-3_L001_R1_001.fastq.gz,kappa-20-K10-3_L001_R2_001.fastq.gz,3,kappa
kappa-20-K3-1,KeminCaninePartTwo,20,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K3-1_L001_R1_001.fastq.gz,kappa-20-K3-1_L001_R2_001.fastq.gz,1,kappa
kappa-20-K3-2,KeminCaninePartOne,20,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K3-2_L001_R1_001.fastq.gz,kappa-20-K3-2_L001_R2_001.fastq.gz,2,kappa
kappa-20-K3-3,KeminCaninePartThree,20,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K3-3_L001_R1_001.fastq.gz,kappa-20-K3-3_L001_R2_001.fastq.gz,3,kappa
kappa-20-K5-1,KeminCaninePartOne,20,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K5-1_L001_R1_001.fastq.gz,kappa-20-K5-1_L001_R2_001.fastq.gz,1,kappa
kappa-20-K5-2,KeminCaninePartTwo,20,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K5-2_L001_R1_001.fastq.gz,kappa-20-K5-2_L001_R2_001.fastq.gz,2,kappa
kappa-20-K5-3,KeminCaninePartThree,20,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K5-3_L001_R1_001.fastq.gz,kappa-20-K5-3_L001_R2_001.fastq.gz,3,kappa
kappa-20-K7-1,KeminCaninePartOne,20,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K7-1_L001_R1_001.fastq.gz,kappa-20-K7-1_L001_R2_001.fastq.gz,1,kappa
kappa-20-K7-2,KeminCaninePartTwo,20,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K7-2_L001_R1_001.fastq.gz,kappa-20-K7-2_L001_R2_001.fastq.gz,2,kappa
kappa-20-K7-3,KeminCaninePartThree,20,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-20-K7-3_L001_R1_001.fastq.gz,kappa-20-K7-3_L001_R2_001.fastq.gz,3,kappa
kappa-5-K10-1,KeminCaninePartOne,5,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K10-1_L001_R1_001.fastq.gz,kappa-5-K10-1_L001_R2_001.fastq.gz,1,kappa
kappa-5-K10-2,KeminCaninePartThree,5,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K10-2_L001_R1_001.fastq.gz,kappa-5-K10-2_L001_R2_001.fastq.gz,2,kappa
kappa-5-K10-3,KeminCaninePartTwo,5,K10,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K10-3_L001_R1_001.fastq.gz,kappa-5-K10-3_L001_R2_001.fastq.gz,3,kappa
kappa-5-K3-1,KeminCaninePartOne,5,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K3-1_L001_R1_001.fastq.gz,kappa-5-K3-1_L001_R2_001.fastq.gz,1,kappa
kappa-5-K3-2,KeminCaninePartTwo,5,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K3-2_L001_R1_001.fastq.gz,kappa-5-K3-2_L001_R2_001.fastq.gz,2,kappa
kappa-5-K3-3,KeminCaninePartThree,5,K3,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K3-3_L001_R1_001.fastq.gz,kappa-5-K3-3_L001_R2_001.fastq.gz,3,kappa
kappa-5-K5-1,KeminCaninePartOne,5,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K5-1_L001_R1_001.fastq.gz,kappa-5-K5-1_L001_R2_001.fastq.gz,1,kappa
kappa-5-K5-2,KeminCaninePartThree,5,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K5-2_L001_R1_001.fastq.gz,kappa-5-K5-2_L001_R2_001.fastq.gz,2,kappa
kappa-5-K5-3,KeminCaninePartTwo,5,K5,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K5-3_L001_R1_001.fastq.gz,kappa-5-K5-3_L001_R2_001.fastq.gz,3,kappa
kappa-5-K7-1,KeminCaninePartTwo,5,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K7-1_L001_R1_001.fastq.gz,kappa-5-K7-1_L001_R2_001.fastq.gz,1,kappa
kappa-5-K7-2,KeminCaninePartThree,5,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K7-2_L001_R1_001.fastq.gz,kappa-5-K7-2_L001_R2_001.fastq.gz,2,kappa
kappa-5-K7-3,KeminCaninePartOne,5,K7,Gums,19,kappa carageenan ,1mg,"0.5, 0.25, 0.05mg",kappa-5-K7-3_L001_R1_001.fastq.gz,kappa-5-K7-3_L001_R2_001.fastq.gz,3,kappa
Lemon-1-K10-1,KeminCaninePartTwo,1,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K10-1_L001_R1_001.fastq.gz,Lemon-1-K10-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-1-K10-2,KeminCaninePartThree,1,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K10-2_L001_R1_001.fastq.gz,Lemon-1-K10-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-1-K10-3,KeminCaninePartOne,1,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K10-3_L001_R1_001.fastq.gz,Lemon-1-K10-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-1-K3-1,KeminCaninePartTwo,1,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K3-1_L001_R1_001.fastq.gz,Lemon-1-K3-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-1-K3-2,KeminCaninePartThree,1,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K3-2_L001_R1_001.fastq.gz,Lemon-1-K3-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-1-K3-3,KeminCaninePartOne,1,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K3-3_L001_R1_001.fastq.gz,Lemon-1-K3-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-1-K5-1,KeminCaninePartOne,1,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K5-1_L001_R1_001.fastq.gz,Lemon-1-K5-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-1-K5-2,KeminCaninePartThree,1,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K5-2_L001_R1_001.fastq.gz,Lemon-1-K5-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-1-K5-3,KeminCaninePartTwo,1,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K5-3_L001_R1_001.fastq.gz,Lemon-1-K5-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-1-K7-1,KeminCaninePartTwo,1,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K7-1_L001_R1_001.fastq.gz,Lemon-1-K7-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-1-K7-2,KeminCaninePartThree,1,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K7-2_L001_R1_001.fastq.gz,Lemon-1-K7-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-1-K7-3,KeminCaninePartOne,1,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-1-K7-3_L001_R1_001.fastq.gz,Lemon-1-K7-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-10-K10-1,KeminCaninePartOne,10,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K10-1_L001_R1_001.fastq.gz,Lemon-10-K10-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-10-K10-2,KeminCaninePartThree,10,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K10-2_L001_R1_001.fastq.gz,Lemon-10-K10-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-10-K10-3,KeminCaninePartTwo,10,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K10-3_L001_R1_001.fastq.gz,Lemon-10-K10-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-10-K3-1,KeminCaninePartTwo,10,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K3-1_L001_R1_001.fastq.gz,Lemon-10-K3-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-10-K3-2,KeminCaninePartOne,10,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K3-2_L001_R1_001.fastq.gz,Lemon-10-K3-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-10-K3-3,KeminCaninePartThree,10,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K3-3_L001_R1_001.fastq.gz,Lemon-10-K3-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-10-K5-1,KeminCaninePartTwo,10,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K5-1_L001_R1_001.fastq.gz,Lemon-10-K5-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-10-K5-2,KeminCaninePartThree,10,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K5-2_L001_R1_001.fastq.gz,Lemon-10-K5-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-10-K5-3,KeminCaninePartOne,10,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K5-3_L001_R1_001.fastq.gz,Lemon-10-K5-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-10-K7-1,KeminCaninePartThree,10,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K7-1_L001_R1_001.fastq.gz,Lemon-10-K7-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-10-K7-2,KeminCaninePartTwo,10,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K7-2_L001_R1_001.fastq.gz,Lemon-10-K7-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-10-K7-3,KeminCaninePartOne,10,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-10-K7-3_L001_R1_001.fastq.gz,Lemon-10-K7-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-20-K10-1,KeminCaninePartThree,20,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K10-1_L001_R1_001.fastq.gz,Lemon-20-K10-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-20-K10-2,KeminCaninePartTwo,20,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K10-2_L001_R1_001.fastq.gz,Lemon-20-K10-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-20-K10-3,KeminCaninePartOne,20,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K10-3_L001_R1_001.fastq.gz,Lemon-20-K10-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-20-K3-1,KeminCaninePartOne,20,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K3-1_L001_R1_001.fastq.gz,Lemon-20-K3-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-20-K3-2,KeminCaninePartThree,20,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K3-2_L001_R1_001.fastq.gz,Lemon-20-K3-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-20-K3-3,KeminCaninePartTwo,20,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K3-3_L001_R1_001.fastq.gz,Lemon-20-K3-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-20-K5-1,KeminCaninePartOne,20,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K5-1_L001_R1_001.fastq.gz,Lemon-20-K5-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-20-K5-2,KeminCaninePartThree,20,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K5-2_L001_R1_001.fastq.gz,Lemon-20-K5-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-20-K5-3,KeminCaninePartTwo,20,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K5-3_L001_R1_001.fastq.gz,Lemon-20-K5-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-20-K7-1,KeminCaninePartOne,20,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K7-1_L001_R1_001.fastq.gz,Lemon-20-K7-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-20-K7-2,KeminCaninePartTwo,20,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K7-2_L001_R1_001.fastq.gz,Lemon-20-K7-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-20-K7-3,KeminCaninePartThree,20,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-20-K7-3_L001_R1_001.fastq.gz,Lemon-20-K7-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-5-K10-1,KeminCaninePartThree,5,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K10-1_L001_R1_001.fastq.gz,Lemon-5-K10-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-5-K10-2,KeminCaninePartTwo,5,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K10-2_L001_R1_001.fastq.gz,Lemon-5-K10-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-5-K10-3,KeminCaninePartOne,5,K10,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K10-3_L001_R1_001.fastq.gz,Lemon-5-K10-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-5-K3-1,KeminCaninePartOne,5,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K3-1_L001_R1_001.fastq.gz,Lemon-5-K3-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-5-K3-2,KeminCaninePartTwo,5,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K3-2_L001_R1_001.fastq.gz,Lemon-5-K3-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-5-K3-3,KeminCaninePartThree,5,K3,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K3-3_L001_R1_001.fastq.gz,Lemon-5-K3-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-5-K5-1,KeminCaninePartOne,5,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K5-1_L001_R1_001.fastq.gz,Lemon-5-K5-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-5-K5-2,KeminCaninePartThree,5,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K5-2_L001_R1_001.fastq.gz,Lemon-5-K5-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-5-K5-3,KeminCaninePartTwo,5,K5,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K5-3_L001_R1_001.fastq.gz,Lemon-5-K5-3_L001_R2_001.fastq.gz,3,Lemon
Lemon-5-K7-1,KeminCaninePartThree,5,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K7-1_L001_R1_001.fastq.gz,Lemon-5-K7-1_L001_R2_001.fastq.gz,1,Lemon
Lemon-5-K7-2,KeminCaninePartTwo,5,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K7-2_L001_R1_001.fastq.gz,Lemon-5-K7-2_L001_R2_001.fastq.gz,2,Lemon
Lemon-5-K7-3,KeminCaninePartOne,5,K7,Botanicals,13,lemon powder,10mg,"5,2.5,0.5mg",Lemon-5-K7-3_L001_R1_001.fastq.gz,Lemon-5-K7-3_L001_R2_001.fastq.gz,3,Lemon
locust-1-K10-1,KeminCaninePartTwo,1,K10,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K10-1_L001_R1_001.fastq.gz,locust-1-K10-1_L001_R2_001.fastq.gz,1,locust
locust-1-K10-2,KeminCaninePartThree,1,K10,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K10-2_L001_R1_001.fastq.gz,locust-1-K10-2_L001_R2_001.fastq.gz,2,locust
locust-1-K10-3,KeminCaninePartOne,1,K10,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K10-3_L001_R1_001.fastq.gz,locust-1-K10-3_L001_R2_001.fastq.gz,3,locust
locust-1-K3-1,KeminCaninePartThree,1,K3,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K3-1_L001_R1_001.fastq.gz,locust-1-K3-1_L001_R2_001.fastq.gz,1,locust
locust-1-K3-2,KeminCaninePartTwo,1,K3,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K3-2_L001_R1_001.fastq.gz,locust-1-K3-2_L001_R2_001.fastq.gz,2,locust
locust-1-K3-3,KeminCaninePartOne,1,K3,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K3-3_L001_R1_001.fastq.gz,locust-1-K3-3_L001_R2_001.fastq.gz,3,locust
locust-1-K5-1,KeminCaninePartThree,1,K5,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K5-1_L001_R1_001.fastq.gz,locust-1-K5-1_L001_R2_001.fastq.gz,1,locust
locust-1-K5-2,KeminCaninePartOne,1,K5,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K5-2_L001_R1_001.fastq.gz,locust-1-K5-2_L001_R2_001.fastq.gz,2,locust
locust-1-K5-3,KeminCaninePartTwo,1,K5,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K5-3_L001_R1_001.fastq.gz,locust-1-K5-3_L001_R2_001.fastq.gz,3,locust
locust-1-K7-1,KeminCaninePartThree,1,K7,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K7-1_L001_R1_001.fastq.gz,locust-1-K7-1_L001_R2_001.fastq.gz,1,locust
locust-1-K7-2,KeminCaninePartTwo,1,K7,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K7-2_L001_R1_001.fastq.gz,locust-1-K7-2_L001_R2_001.fastq.gz,2,locust
locust-1-K7-3,KeminCaninePartOne,1,K7,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-1-K7-3_L001_R1_001.fastq.gz,locust-1-K7-3_L001_R2_001.fastq.gz,3,locust
locust-10-K10-1,KeminCaninePartOne,10,K10,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-10-K10-1_L001_R1_001.fastq.gz,locust-10-K10-1_L001_R2_001.fastq.gz,1,locust
locust-10-K10-2,KeminCaninePartThree,10,K10,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-10-K10-2_L001_R1_001.fastq.gz,locust-10-K10-2_L001_R2_001.fastq.gz,2,locust
locust-10-K10-3,KeminCaninePartTwo,10,K10,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-10-K10-3_L001_R1_001.fastq.gz,locust-10-K10-3_L001_R2_001.fastq.gz,3,locust
locust-10-K3-1,KeminCaninePartThree,10,K3,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-10-K3-1_L001_R1_001.fastq.gz,locust-10-K3-1_L001_R2_001.fastq.gz,1,locust
locust-10-K3-2,KeminCaninePartTwo,10,K3,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-10-K3-2_L001_R1_001.fastq.gz,locust-10-K3-2_L001_R2_001.fastq.gz,2,locust
locust-10-K3-3,KeminCaninePartOne,10,K3,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-10-K3-3_L001_R1_001.fastq.gz,locust-10-K3-3_L001_R2_001.fastq.gz,3,locust
locust-10-K5-1,KeminCaninePartThree,10,K5,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-10-K5-1_L001_R1_001.fastq.gz,locust-10-K5-1_L001_R2_001.fastq.gz,1,locust
locust-10-K5-2,KeminCaninePartTwo,10,K5,Gums,21,locust bean gum,1mg,"0.5, 0.25, 0.05mg",locust-10-K5-2_L001_R1_001.fastq.gz,locust-10-K5-2_L001_R2_001.fastq.gz,2,locust
